character,slug,eidolon,eidolon_number,name,description
Black Swan,black-swan,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Black Swan,black-swan,E7,7,"The upper limit of stackable ""Arcana"" increases by","The upper limit of stackable ""Arcana"" increases by 30 . 30 . When an enemy target gets attacked by Black Swan's teammates, Black Swan has a 65% base chance of inflicting 1 stack of ""Arcana"" on the target. For every 1 stack of ""Arcana"" Black Swan inflicts on an enemy target, additionally increases the number of ""Arcana"" stacked this time by 1 ."
Blade,blade,E1,1,E,"Blade Cuts the Deepest in Hell 1 Blade Cuts the Deepest in Hell Eidolon 1 Blade's Enhanced Basic ATK and Ultimate deals additionally increased DMG to one designated enemy, with the increased amount equal to 150% of the tally of Blade's HP loss from his Ultimate. E 2 Ten Thousand Sorrows From One Broken Dream Eidolon 2 When Blade is in the Hellscape state, his CRIT Rate increases by 15% . E 3 Hardened Blade Bleeds Coldest Shade Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Rejected by Death, Infected With Life Eidolon 4 When Blade's current HP drops to 50% or lower of his Max HP, increases his Max HP by 20% . Stacks up to 2 time(s). E 5 Death By Ten Lords' Gaze Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. E 6 Reborn Into an Empty Husk Eidolon 6 The maximum number of Charge stacks is reduced to 4 . The DMG of the follow-up attack triggered by Blade's Talent additionally increases by 50% of his Max HP."
Blade,blade,E2,2,"Blade's Enhanced Basic ATK and Ultimate deals additionally increased DMG to one designated enemy, with the increased amount equal to","Blade's Enhanced Basic ATK and Ultimate deals additionally increased DMG to one designated enemy, with the increased amount equal to 150% of the tally of Blade's HP loss from his Ultimate. 150% of the tally of Blade's HP loss from his Ultimate."
Blade,blade,E3,3,"When Blade is in the Hellscape state, his CRIT Rate increases by","When Blade is in the Hellscape state, his CRIT Rate increases by 15% . 15% ."
Blade,blade,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Blade,blade,E5,5,"When Blade's current HP drops to 50% or lower of his Max HP, increases his Max HP by","When Blade's current HP drops to 50% or lower of his Max HP, increases his Max HP by 20% . Stacks up to 2 time(s). 20% . Stacks up to 2 time(s)."
Blade,blade,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
Blade,blade,E7,7,The maximum number of Charge stacks is reduced to,The maximum number of Charge stacks is reduced to 4 . The DMG of the follow-up attack triggered by Blade's Talent additionally increases by 50% of his Max HP. 4 . The DMG of the follow-up attack triggered by Blade's Talent additionally increases by 50% of his Max HP.
Boothill,boothill,E1,1,E,"Dusty Trail's Lone Star 1 Dusty Trail's Lone Star Eidolon 1 When the battle starts, obtains 1 stack of Pocket Trickshot. When Boothill deals DMG, ignores 16% of the enemy target's DEF E 2 Milestonemonger Eidolon 2 When in Standoff and gaining Pocket Trickshot, recovers 1 Skill Point(s) and increases Break Effect by 30% , lasting for 2 turn(s). Can also trigger this effect when gaining Pocket Trickshot stacks that exceed the max limit. But cannot trigger repeatedly within one turn. E 3 Marble Orchard's Guard Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Cold Cuts Chef Eidolon 4 When the enemy target in the Standoff is attacked by Boothill, the DMG they receive additionally increases by 12% . When Boothill is attacked by the enemy target in the Standoff, the effect of him receiving increased DMG is offset by 12% . E 5 Stump Speech Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Crowbar Hotel's Raccoon Eidolon 6 When triggering the Talent's Break DMG, additionally deals Break DMG to the target equal to 40% of the original DMG multiplier and additionally deals Break DMG to adjacent targets equal to 70% of the original DMG multiplier."
Boothill,boothill,E2,2,"When the battle starts, obtains 1 stack of Pocket Trickshot. When Boothill deals DMG, ignores","When the battle starts, obtains 1 stack of Pocket Trickshot. When Boothill deals DMG, ignores 16% of the enemy target's DEF 16% of the enemy target's DEF"
Boothill,boothill,E3,3,"When in Standoff and gaining Pocket Trickshot, recovers","When in Standoff and gaining Pocket Trickshot, recovers 1 Skill Point(s) and increases Break Effect by 30% , lasting for 2 turn(s). Can also trigger this effect when gaining Pocket Trickshot stacks that exceed the max limit. But cannot trigger repeatedly within one turn. 1 Skill Point(s) and increases Break Effect by 30% , lasting for 2 turn(s). Can also trigger this effect when gaining Pocket Trickshot stacks that exceed the max limit. But cannot trigger repeatedly within one turn."
Boothill,boothill,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Boothill,boothill,E5,5,"When the enemy target in the Standoff is attacked by Boothill, the DMG they receive additionally increases by","When the enemy target in the Standoff is attacked by Boothill, the DMG they receive additionally increases by 12% . When Boothill is attacked by the enemy target in the Standoff, the effect of him receiving increased DMG is offset by 12% . 12% . When Boothill is attacked by the enemy target in the Standoff, the effect of him receiving increased DMG is offset by 12% ."
Boothill,boothill,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Boothill,boothill,E7,7,"When triggering the Talent's Break DMG, additionally deals Break DMG to the target equal to","When triggering the Talent's Break DMG, additionally deals Break DMG to the target equal to 40% of the original DMG multiplier and additionally deals Break DMG to adjacent targets equal to 70% of the original DMG multiplier. 40% of the original DMG multiplier and additionally deals Break DMG to adjacent targets equal to 70% of the original DMG multiplier."
Bronya,bronya,E1,1,E,"Hone Your Strength 1 Hone Your Strength Eidolon 1 Using Bronya's Skill has a 50% fixed chance of recovering 1 Skill Point. This effect has a 1 turn cooldown. E 2 Quick March Eidolon 2 When using Skill, the target ally's SPD increases by 30% after taking action, lasting for 1 turn. E 3 Bombardment Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Take by Surprise Eidolon 4 After an ally uses Basic ATK on an enemy with Wind Weakness , Bronya immediately launches a follow-up attack on the target, dealing Wind DMG equal to 80% of Bronya's Basic ATK DMG. This effect can only be triggered 1 time per turn. E 5 Unstoppable Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . E 6 Piercing Rainbow Eidolon 6 The duration of the DMG Boost effect placed by the Skill on the target ally increases by 1 turn(s)."
Bronya,bronya,E2,2,Using Bronya's Skill has a,Using Bronya's Skill has a 50% fixed chance of recovering 1 Skill Point. This effect has a 1 turn cooldown. 50% fixed chance of recovering 1 Skill Point. This effect has a 1 turn cooldown.
Bronya,bronya,E3,3,"When using Skill, the target ally's SPD increases by","When using Skill, the target ally's SPD increases by 30% after taking action, lasting for 1 turn. 30% after taking action, lasting for 1 turn."
Bronya,bronya,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Bronya,bronya,E5,5,After an ally uses Basic ATK on an enemy with,"After an ally uses Basic ATK on an enemy with Wind Weakness , Bronya immediately launches a follow-up attack on the target, dealing Wind DMG equal to 80% of Bronya's Basic ATK DMG. This effect can only be triggered 1 time per turn. Wind Weakness , Bronya immediately launches a follow-up attack on the target, dealing Wind DMG equal to 80% of Bronya's Basic ATK DMG. This effect can only be triggered 1 time per turn."
Bronya,bronya,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Bronya,bronya,E7,7,The duration of the DMG Boost effect placed by the Skill on the target ally increases by,The duration of the DMG Boost effect placed by the Skill on the target ally increases by 1 turn(s). 1 turn(s).
Castorice,castorice,E1,1,E,"Snowbound Maiden, Memory to Tomb 1 Snowbound Maiden, Memory to Tomb Eidolon 1 When the enemy target's current HP is 80%/50% or lower than this unit's Max HP, the DMG dealt with ""Boneclaw, Doomdrake's Embrace,"" ""Claw Splits the Veil,"" ""Breath Scorches the Shadow,"" and ""Wings Sweep the Ruins"" is 120%/140% of the original DMG. E 2 Crown on Wings of Bloom Eidolon 2 After summoning memosprite Netherwing, Castorice gains 2 stack(s) of ""Ardent Will."" A maximum of 2 stacks of ""Ardent Will"" can be possessed at any given time, and can be used to offset Netherwing's HP consumption when using Memosprite Skill ""Breath Scorches the Shadow"" while advancing Castorice's action by 100% . In the next usage of Enhanced Skill, Castorice gains 30% of maximum ""Newbud"" points. E 3 Pious Pilgrim, Dance in Doom Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10. E 4 Rest in Songs of Gloom Eidolon 4 While Castorice is on the battlefield, all allies' Incoming Healing increases by 20% when having their HP restored. E 5 Pristine Pages, Prophecy as Plume Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10. E 6 Await for Years to Loom Eidolon 6 When Castorice or Netherwing deals DMG, increases Quantum RES PEN by 20% . When Netherwing attacks, it can ignore Weakness Type and directly reduce enemy Toughness. When it inflicts Weakness Break, triggers the Quantum Weakness Break effect. Additionally increases the Bounce count for Netherwing's Talent ""Wings Sweep the Ruins"" by 3 time(s)."
Castorice,castorice,E2,2,When the enemy target's current HP is,"When the enemy target's current HP is 80%/50% or lower than this unit's Max HP, the DMG dealt with ""Boneclaw, Doomdrake's Embrace,"" ""Claw Splits the Veil,"" ""Breath Scorches the Shadow,"" and ""Wings Sweep the Ruins"" is 120%/140% of the original DMG. 80%/50% or lower than this unit's Max HP, the DMG dealt with ""Boneclaw, Doomdrake's Embrace,"" ""Claw Splits the Veil,"" ""Breath Scorches the Shadow,"" and ""Wings Sweep the Ruins"" is 120%/140% of the original DMG."
Castorice,castorice,E3,3,"After summoning memosprite Netherwing, Castorice gains","After summoning memosprite Netherwing, Castorice gains 2 stack(s) of ""Ardent Will."" A maximum of 2 stacks of ""Ardent Will"" can be possessed at any given time, and can be used to offset Netherwing's HP consumption when using Memosprite Skill ""Breath Scorches the Shadow"" while advancing Castorice's action by 100% . In the next usage of Enhanced Skill, Castorice gains 30% of maximum ""Newbud"" points. 2 stack(s) of ""Ardent Will."" A maximum of 2 stacks of ""Ardent Will"" can be possessed at any given time, and can be used to offset Netherwing's HP consumption when using Memosprite Skill ""Breath Scorches the Shadow"" while advancing Castorice's action by 100% . In the next usage of Enhanced Skill, Castorice gains 30% of maximum ""Newbud"" points."
Castorice,castorice,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Memosprite Talent Lv. +1 , up to a maximum of Lv. 10."
Castorice,castorice,E5,5,"While Castorice is on the battlefield, all allies' Incoming Healing increases by","While Castorice is on the battlefield, all allies' Incoming Healing increases by 20% when having their HP restored. 20% when having their HP restored."
Castorice,castorice,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Memosprite Skill Lv. +1 , up to a maximum of Lv. 10."
Castorice,castorice,E7,7,"When Castorice or Netherwing deals DMG, increases Quantum RES PEN by","When Castorice or Netherwing deals DMG, increases Quantum RES PEN by 20% . When Netherwing attacks, it can ignore Weakness Type and directly reduce enemy Toughness. When it inflicts Weakness Break, triggers the Quantum Weakness Break effect. Additionally increases the Bounce count for Netherwing's Talent ""Wings Sweep the Ruins"" by 3 time(s). 20% . When Netherwing attacks, it can ignore Weakness Type and directly reduce enemy Toughness. When it inflicts Weakness Break, triggers the Quantum Weakness Break effect. Additionally increases the Bounce count for Netherwing's Talent ""Wings Sweep the Ruins"" by 3 time(s)."
Cerydra,cerydra,E1,1,E,"Seize the Crowns of All 1 Seize the Crowns of All Eidolon 1 The character with ""Military Merit"" ignores 16% of the targets' DEF when dealing DMG. If ""Military Merit"" has been upgraded to ""Peerage,"" then the character additionally ignores 20% of the targets' DEF when dealing Skill DMG. When Cerydra uses her Skill, regenerates 2 Energy for the designated ally target. E 2 Forge the Dreams of Many Eidolon 2 The character with ""Military Merit"" deals 40% increased DMG. While a teammate on the field has ""Military Merit,"" Cerydra's DMG dealt increases by 160% . E 3 Torch the Laws of Old Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Remake the Realms of Men Eidolon 4 Increases Ultimate's DMG multiplier by 240% . E 5 Help and Hurt Repaid in Full Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 A Journey Set Starward Eidolon 6 The character with ""Military Merit"" increases their All-Type RES PEN by 20% , and the multiplier for the Additional DMG triggered via ""Military Merit"" increases by 300% . While a teammate on the field has ""Military Merit,"" Cerydra's All-Type RES PEN increases by 20% ."
Cerydra,cerydra,E2,2,"The character with ""Military Merit"" ignores","The character with ""Military Merit"" ignores 16% of the targets' DEF when dealing DMG. If ""Military Merit"" has been upgraded to ""Peerage,"" then the character additionally ignores 20% of the targets' DEF when dealing Skill DMG. When Cerydra uses her Skill, regenerates 2 Energy for the designated ally target. 16% of the targets' DEF when dealing DMG. If ""Military Merit"" has been upgraded to ""Peerage,"" then the character additionally ignores 20% of the targets' DEF when dealing Skill DMG. When Cerydra uses her Skill, regenerates 2 Energy for the designated ally target."
Cerydra,cerydra,E3,3,"The character with ""Military Merit"" deals","The character with ""Military Merit"" deals 40% increased DMG. While a teammate on the field has ""Military Merit,"" Cerydra's DMG dealt increases by 160% . 40% increased DMG. While a teammate on the field has ""Military Merit,"" Cerydra's DMG dealt increases by 160% ."
